source_id,entreprise,niveau_source,type_source,libelle,url,usage_principal,date_consultation,commentaire
SRC0138,TECHNICATOME,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET TECHNICATOME,https://www.pappers.fr/entreprise/technique-energie-atomique-technicatome-722045879,vérification pratique SIREN/SIRET,2026-08-13,
SRC0139,EXAIL TECHNOLOGIES,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET EXAIL TECHNOLOGIES,https://www.pappers.fr/entreprise/exail-433185121,vérification pratique SIREN/SIRET,2026-08-13,
SRC0140,EXOSENS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET EXOSENS,https://www.pappers.fr/entreprise/exosens-895395101,vérification pratique SIREN/SIRET,2026-08-13,
SRC0141,EXOSENS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET EXOSENS,https://www.pappers.fr/entreprise/exosens-france-383300597,vérification pratique SIREN/SIRET,2026-08-13,
SRC0142,EURENCO,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET EURENCO,https://www.pappers.fr/entreprise/eurenco-france-sas-449207414,vérification pratique SIREN/SIRET,2026-08-13,
SRC0143,ROXEL,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ROXEL,https://www.pappers.fr/entreprise/roxel-france-384125050,vérification pratique SIREN/SIRET,2026-08-13,
SRC0144,AUBERT & DUVAL,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET AUBERT & DUVAL,https://www.pappers.fr/entreprise/ad-aubert-duval-380342808,vérification pratique SIREN/SIRET,2026-08-13,
SRC0145,DAHER,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET DAHER,https://www.pappers.fr/entreprise/daher-aerospace-597020841,vérification pratique SIREN/SIRET,2026-08-13,
SRC0146,HUTCHINSON,A2 - source primaire corporate,implantations/activité,HUTCHINSON — implantations/activité,https://aerospacedefense.hutchinson.com/fr/conditions-generales-dutilisation,"présence du site, activité locale",2026-08-13,
SRC0147,HUTCHINSON,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET HUTCHINSON,https://www.pappers.fr/entreprise/hutchinson-542051826,vérification pratique SIREN/SIRET,2026-08-13,
SRC0148,HUTCHINSON,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET HUTCHINSON,https://www.pappers.fr/entreprise/hutchinson-snc-314397696,vérification pratique SIREN/SIRET,2026-08-13,
SRC0149,LATECOERE,A2 - source primaire corporate,implantations/activité,LATECOERE — implantations/activité,https://www.latecoere.aero/mentions-legales/,"présence du site, activité locale",2026-08-13,
SRC0150,LATECOERE,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET LATECOERE,https://www.pappers.fr/entreprise/latecoere-572050169,vérification pratique SIREN/SIRET,2026-08-13,
SRC0151,LATECOERE,A2 - source primaire corporate,implantations/activité,LATECOERE — implantations/activité,https://www.latecoere.aero/systemes-dinterconnexion/harnais-ewis-et-espace/produits/,"présence du site, activité locale",2026-08-13,
SRC0152,MECACHROME,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET MECACHROME,https://www.pappers.fr/entreprise/mecachrome-france-429853351,vérification pratique SIREN/SIRET,2026-08-13,
SRC0153,MECACHROME,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET MECACHROME,https://www.pappers.fr/entreprise/mecachrome-toulouse-329936793,vérification pratique SIREN/SIRET,2026-08-13,
SRC0154,FIGEAC AERO,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET FIGEAC AERO,https://www.pappers.fr/entreprise/figeac-aero-349357343,vérification pratique SIREN/SIRET,2026-08-13,
SRC0155,SABENA TECHNICS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SABENA TECHNICS,https://www.pappers.fr/entreprise/sabena-technics-397776766,vérification pratique SIREN/SIRET,2026-08-13,
SRC0156,SABENA TECHNICS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SABENA TECHNICS,https://www.pappers.fr/entreprise/sabena-technics-mrs-420378069,vérification pratique SIREN/SIRET,2026-08-13,
SRC0157,SABENA TECHNICS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SABENA TECHNICS,https://www.pappers.fr/entreprise/sabena-technics-pgf-841558471,vérification pratique SIREN/SIRET,2026-08-13,
SRC0158,SABENA TECHNICS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SABENA TECHNICS,https://www.pappers.fr/entreprise/sabena-technics-tls-444605802,vérification pratique SIREN/SIRET,2026-08-13,
SRC0159,ARESIA,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ARESIA,https://www.pappers.fr/entreprise/aresia-838434462,vérification pratique SIREN/SIRET,2026-08-13,
SRC0160,ARESIA,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ARESIA,https://www.pappers.fr/entreprise/aresia-villeneuve-572199743,vérification pratique SIREN/SIRET,2026-08-13,
SRC0161,ARESIA,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ARESIA,https://www.pappers.fr/entreprise/aresia-ozoir-572095982,vérification pratique SIREN/SIRET,2026-08-13,
SRC0162,ARESIA,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ARESIA,https://www.pappers.fr/entreprise/aresia-baccarat-403429830,vérification pratique SIREN/SIRET,2026-08-13,
SRC0163,ARESIA,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ARESIA,https://www.pappers.fr/entreprise/aresia-fix-629800723,vérification pratique SIREN/SIRET,2026-08-13,
SRC0164,ARESIA,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ARESIA,https://www.pappers.fr/entreprise/aresia-chateauroux-824573612,vérification pratique SIREN/SIRET,2026-08-13,
SRC0165,ETIENNE LACROIX GROUP,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ETIENNE LACROIX GROUP,https://www.pappers.fr/entreprise/societe-etienne-lacroix-tous-artifices-775580434,vérification pratique SIREN/SIRET,2026-08-13,
SRC0166,ETIENNE LACROIX GROUP,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ETIENNE LACROIX GROUP,https://www.pappers.fr/entreprise/etienne-lacroix-logistics-519833594,vérification pratique SIREN/SIRET,2026-08-13,
SRC0167,ALCEN,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET ALCEN,https://www.pappers.fr/entreprise/alcen-953897220,vérification pratique SIREN/SIRET,2026-08-13,
SRC0168,PIRIOU / KERSHIP,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET PIRIOU / KERSHIP,https://www.pappers.fr/entreprise/kership-793430240,vérification pratique SIREN/SIRET,2026-08-13,
SRC0169,CNIM SYSTÈMES INDUSTRIELS,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET CNIM SYSTÈMES INDUSTRIELS,https://www.pappers.fr/entreprise/cnim-systemes-industriels-844787218,vérification pratique SIREN/SIRET,2026-08-13,
SRC0170,NSE,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET NSE,https://www.pappers.fr/entreprise/nse-394020903,vérification pratique SIREN/SIRET,2026-08-13,
SRC0171,SERMA GROUP,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SERMA GROUP,https://www.pappers.fr/entreprise/serma-technologies-824110613,vérification pratique SIREN/SIRET,2026-08-13,
SRC0172,SERMA GROUP,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SERMA GROUP,https://www.pappers.fr/entreprise/serma-ingenierie-378457857,vérification pratique SIREN/SIRET,2026-08-13,
SRC0173,SOGECLAIR,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SOGECLAIR,https://www.pappers.fr/entreprise/sogeclair-335218269,vérification pratique SIREN/SIRET,2026-08-13,
SRC0174,SOGECLAIR,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SOGECLAIR,https://www.pappers.fr/entreprise/sogeclair-aerospace-720800689,vérification pratique SIREN/SIRET,2026-08-13,
SRC0175,SOGECLAIR,B2 - source secondaire de vérification,vérification secondaire,Pappers — vérification SIREN/SIRET SOGECLAIR,https://www.pappers.fr/entreprise/sogeclair-land-systems-498258490,vérification pratique SIREN/SIRET,2026-08-13,
SRC0176,THALES,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET THALES,https://www.pappers.fr/entreprise/thales-alenia-space-france-414725101,"présence du site, activité locale",2026-08-13,
SRC0177,AIRBUS,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET AIRBUS,https://www.pappers.fr/entreprise/airbus-defence-103018743,"présence du site, activité locale",2026-08-13,
SRC0178,KNDS FRANCE,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET KNDS FRANCE,https://www.pappers.fr/entreprise/knds-france-mechanics-439551110,"présence du site, activité locale",2026-08-13,
SRC0179,KNDS FRANCE,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET KNDS FRANCE,https://www.pappers.fr/entreprise/knds-france-robotics-538115684,"présence du site, activité locale",2026-08-13,
SRC0180,KNDS FRANCE,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET KNDS FRANCE,https://www.pappers.fr/entreprise/knds-france-training-501655880,"présence du site, activité locale",2026-08-13,
SRC0181,ARIANEGROUP,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET ARIANEGROUP,https://www.pappers.fr/entreprise/arianegroup-holding-519032171,"présence du site, activité locale",2026-08-13,
SRC0182,EXAIL TECHNOLOGIES,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET EXAIL TECHNOLOGIES,https://www.pappers.fr/entreprise/exail-technologies-348541186,"présence du site, activité locale",2026-08-13,
SRC0183,EXOSENS,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET EXOSENS,https://www.pappers.fr/entreprise/exosens-imaging-france-522753805,"présence du site, activité locale",2026-08-13,
SRC0184,SABENA TECHNICS,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET SABENA TECHNICS,https://www.pappers.fr/entreprise/atp-519384671,"présence du site, activité locale",2026-08-13,
SRC0185,PIRIOU / KERSHIP,B2 - source secondaire de vérification,implantations/activité,Pappers — vérification SIREN/SIRET PIRIOU / KERSHIP,https://www.pappers.fr/entreprise/piriou-537929879,"présence du site, activité locale",2026-08-13,
SRC0186,HUTCHINSON,A2 - source primaire corporate,site corporate,HUTCHINSON — Precision Sealing Systems : notre présence,https://precisionsealingsystems.hutchinson.com/notre-presence/,implantations industrielles,2026-08-14,Page du groupe listant ses implantations ; documente le site industriel de Briare (rue du Clos de Pierre Bise) distinct du siège social et des établissements fonciers.
